Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit,Shipping_Days,Revenue,Profit_Margin,Cost,Has_Discount,Order_Year,Order_Month,Order_Quarter,Order_DayOfWeek,Order_YearMonth,Order_Size,Profit_Category
935,CA-2016-140081,2016-06-20,2016-06-24,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,Not,29.718,6,0.7,-21.7932,4,29.718,-73.33333333333333,51.5112,1,2016,6,2,Monday,2016-06,Large,Loss
936,CA-2016-140081,2016-06-20,2016-06-24,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,Not,15.552,3,0.2,5.4432,4,15.552,35.0,10.108799999999999,1,2016,6,2,Monday,2016-06,Medium,Profitable
937,CA-2016-140081,2016-06-20,2016-06-24,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Not,447.696,2,0.2,33.5772,4,447.696,7.5,414.1188,1,2016,6,2,Monday,2016-06,Small,Profitable
938,US-2017-111745,2017-05-11,2017-06-11,First Class,RA-19885,Ruben Ausman,Corporate,United States,Farmington,New Mexico,87401,West,Anna Andreadi,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Not,159.99,1,0.0,54.3966,31,159.99,34.0,105.5934,0,2017,5,2,Thursday,2017-05,Small,Profitable
939,CA-2015-148250,2015-12-13,2015-12-17,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Riverside,California,92503,West,Anna Andreadi,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,Not,12.96,2,0.0,6.2208,4,12.96,47.99999999999999,6.739200000000001,0,2015,12,4,Sunday,2015-12,Small,Profitable
940,CA-2015-148250,2015-12-13,2015-12-17,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Riverside,California,92503,West,Anna Andreadi,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Not,134.48,4,0.0,34.9648,4,134.48,26.0,99.5152,0,2015,12,4,Sunday,2015-12,Medium,Profitable
941,CA-2016-105760,2016-06-19,2016-06-20,First Class,KC-16255,Karen Carlisle,Corporate,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Not,17.12,2,0.0,8.0464,1,17.12,47.0,9.0736,0,2016,6,2,Sunday,2016-06,Small,Profitable
942,CA-2016-142958,2016-12-13,2016-12-20,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503,West,Anna Andreadi,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Not,6.096,2,0.2,2.2098,7,6.096,36.25,3.8862,1,2016,12,4,Tuesday,2016-12,Small,Profitable
943,CA-2016-142958,2016-12-13,2016-12-20,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503,West,Anna Andreadi,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Not,1114.272,4,0.2,41.7852,7,1114.272,3.7500000000000004,1072.4868,1,2016,12,4,Tuesday,2016-12,Medium,Profitable
944,CA-2015-120880,2015-05-29,2015-05-29,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,Not,32.4,5,0.0,15.552,0,32.4,48.0,16.848,0,2015,5,2,Friday,2015-05,Medium,Profitable
945,CA-2015-120880,2015-05-29,2015-05-29,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,Not,540.57,3,0.0,140.5482,0,540.57,26.0,400.02180000000004,0,2015,5,2,Friday,2015-05,Medium,Profitable
946,CA-2015-120880,2015-05-29,2015-05-29,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Not,167.76,5,0.2,62.91,0,167.76,37.5,104.85,1,2015,5,2,Friday,2015-05,Medium,Profitable
947,US-2015-140200,2015-07-26,2015-07-28,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Mesa,Arizona,85204,West,Anna Andreadi,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,Not,393.165,3,0.5,-204.4458,2,393.165,-51.99999999999999,597.6108,1,2015,7,3,Sunday,2015-07,Medium,Loss
948,US-2017-110576,2017-11-28,2017-11-28,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Not,516.488,7,0.2,-12.9122,0,516.488,-2.5,529.4002,1,2017,11,4,Tuesday,2017-11,Large,Loss
949,US-2017-110576,2017-11-28,2017-11-28,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Not,1007.232,6,0.2,75.5424,0,1007.232,7.5,931.6895999999999,1,2017,11,4,Tuesday,2017-11,Large,Profitable
950,US-2017-110576,2017-11-28,2017-11-28,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Not,2065.32,12,0.4,-619.596,0,2065.32,-30.0,2684.916,1,2017,11,4,Tuesday,2017-11,Bulk,Loss
951,US-2017-110576,2017-11-28,2017-11-28,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,Not,15.552,3,0.2,5.4432,0,15.552,35.0,10.108799999999999,1,2017,11,4,Tuesday,2017-11,Medium,Profitable
952,US-2017-110576,2017-11-28,2017-11-28,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Not,25.344,6,0.2,7.92,0,25.344,31.25,17.424,1,2017,11,4,Tuesday,2017-11,Large,Profitable
953,CA-2017-131156,2017-03-04,2017-07-04,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,Not,25.472,4,0.2,7.6416,122,25.472,30.0,17.8304,1,2017,3,1,Saturday,2017-03,Medium,Profitable
954,CA-2017-136539,2017-12-28,2018-01-01,Standard Class,GH-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664,Central,Kelly Williams,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Yes,27.168,2,0.2,2.7168,4,27.168,10.0,24.4512,1,2017,12,4,Thursday,2017-12,Small,Profitable
955,CA-2017-136539,2017-12-28,2018-01-01,Standard Class,GH-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664,Central,Kelly Williams,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Yes,78.8528,2,0.32,-11.596,4,78.8528,-14.705882352941178,90.4488,1,2017,12,4,Thursday,2017-12,Small,Loss
956,CA-2017-119305,2017-11-30,2017-11-30,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Jackson,Mississippi,39212,South,Cassandra Brandow,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,Not,173.8,5,0.0,43.45,0,173.8,25.0,130.35000000000002,0,2017,11,4,Thursday,2017-11,Medium,Profitable
957,CA-2017-102414,2017-05-15,2017-05-18,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023,West,Anna Andreadi,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",Not,29.592,1,0.2,2.5893,3,29.592,8.75,27.002699999999997,1,2017,5,2,Monday,2017-05,Small,Profitable
958,CA-2017-102414,2017-05-15,2017-05-18,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023,West,Anna Andreadi,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,Not,4.752,2,0.7,-3.168,3,4.752,-66.66666666666667,7.92,1,2017,5,2,Monday,2017-05,Small,Loss
959,CA-2017-102414,2017-05-15,2017-05-18,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023,West,Anna Andreadi,OFF-PA-10002333,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",Not,15.552,3,0.2,5.6376,3,15.552,36.25,9.9144,1,2017,5,2,Monday,2017-05,Medium,Profitable
960,CA-2015-112571,2015-09-22,2015-09-22,Same Day,DL-12925,Daniel Lacy,Consumer,United States,Oceanside,California,92054,West,Anna Andreadi,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,Not,204.6,2,0.0,53.196,0,204.6,26.0,151.404,0,2015,9,3,Tuesday,2015-09,Small,Profitable
961,CA-2017-152142,2017-11-14,2017-11-19,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94110,West,Anna Andreadi,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Not,321.568,2,0.2,28.1372,5,321.568,8.75,293.4308,1,2017,11,4,Tuesday,2017-11,Small,Profitable
962,CA-2015-160059,2015-11-27,2015-11-27,Standard Class,TB-21190,Thomas Brumley,Home Office,United States,Fayetteville,Arkansas,72701,South,Cassandra Brandow,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,Not,6.24,2,0.0,3.0576,0,6.24,48.99999999999999,3.1824000000000003,0,2015,11,4,Friday,2015-11,Small,Profitable
963,CA-2016-120859,2016-01-09,2016-04-09,First Class,CV-12805,Cynthia Voltz,Corporate,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Not,21.88,2,0.0,10.94,91,21.88,50.0,10.94,0,2016,1,1,Saturday,2016-01,Small,Profitable
964,CA-2014-127488,2014-09-22,2014-09-24,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Boca Raton,Florida,33433,South,Cassandra Brandow,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,Not,4.608,2,0.2,1.6704,2,4.608,36.25000000000001,2.9375999999999998,1,2014,9,3,Monday,2014-09,Small,Profitable
965,CA-2017-135279,2017-09-04,2017-11-04,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,Chuck Magee,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,Not,9.82,2,0.0,4.8118,61,9.82,49.0,5.0082,0,2017,9,3,Monday,2017-09,Small,Profitable
966,CA-2017-135279,2017-09-04,2017-11-04,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,Chuck Magee,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,Not,35.97,3,0.0,9.7119,61,35.97,27.0,26.2581,0,2017,9,3,Monday,2017-09,Medium,Profitable
967,CA-2017-135279,2017-09-04,2017-11-04,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,Chuck Magee,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,Not,12.96,2,0.0,6.2208,61,12.96,47.99999999999999,6.739200000000001,0,2017,9,3,Monday,2017-09,Small,Profitable
968,CA-2017-135279,2017-09-04,2017-11-04,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,Chuck Magee,OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,Not,191.6,4,0.0,91.968,61,191.6,48.00000000000001,99.63199999999999,0,2017,9,3,Monday,2017-09,Medium,Profitable
969,CA-2017-135279,2017-09-04,2017-11-04,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,Chuck Magee,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,Not,8.64,3,0.0,4.2336,61,8.64,49.0,4.4064000000000005,0,2017,9,3,Monday,2017-09,Medium,Profitable
970,CA-2017-135279,2017-09-04,2017-11-04,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,Chuck Magee,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Not,501.81,3,0.0,0.0,61,501.81,0.0,501.81,0,2017,9,3,Monday,2017-09,Medium,Break-Even
971,CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,Not,127.104,6,0.2,28.5984,2,127.104,22.5,98.5056,1,2014,1,1,Thursday,2014-01,Large,Profitable
972,CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,Not,124.2,3,0.4,-31.05,2,124.2,-25.0,155.25,1,2014,1,1,Thursday,2014-01,Medium,Loss
973,CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,Not,18.588,2,0.7,-13.6312,2,18.588,-73.33333333333333,32.2192,1,2014,1,1,Thursday,2014-01,Small,Loss
974,CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,Not,30.072,3,0.2,10.1493,2,30.072,33.75,19.9227,1,2014,1,1,Thursday,2014-01,Medium,Profitable
975,US-2017-103247,2017-05-10,2017-08-10,Second Class,PO-19195,Phillina Ober,Home Office,United States,New York City,New York,10011,East,Chuck Magee,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,Yes,160.93,7,0.0,3.2186,92,160.93,1.9999999999999998,157.7114,0,2017,5,2,Wednesday,2017-05,Large,Profitable
976,US-2017-103247,2017-05-10,2017-08-10,Second Class,PO-19195,Phillina Ober,Home Office,United States,New York City,New York,10011,East,Chuck Magee,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,Yes,75.792,3,0.2,25.5798,92,75.792,33.75,50.2122,1,2017,5,2,Wednesday,2017-05,Medium,Profitable
977,US-2017-100209,2017-09-07,2017-09-07,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Portland,Oregon,97206,West,Anna Andreadi,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,Not,1.08,2,0.7,-0.792,0,1.08,-73.33333333333333,1.872,1,2017,9,3,Thursday,2017-09,Small,Loss
978,CA-2017-159366,2017-07-01,2017-10-01,First Class,BW-11110,Bart Watters,Corporate,United States,Detroit,Michigan,48205,Central,Kelly Williams,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,Not,3059.982,2,0.1,679.996,92,3059.982,22.22222222222222,2379.986,1,2017,7,3,Saturday,2017-07,Small,Profitable
979,CA-2016-145499,2016-05-30,2016-05-31,First Class,RW-19690,Robert Waldorf,Consumer,United States,Wilmington,North Carolina,28403,South,Cassandra Brandow,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,Not,3.282,2,0.7,-2.6256,1,3.282,-80.0,5.9076,1,2016,5,2,Monday,2016-05,Small,Loss
980,CA-2015-157035,2015-09-12,2015-12-12,First Class,KB-16600,Ken Brennan,Corporate,United States,Columbus,Indiana,47201,Central,Kelly Williams,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,Not,34.02,3,0.0,16.6698,91,34.02,48.99999999999999,17.350200000000005,0,2015,9,3,Saturday,2015-09,Medium,Profitable
981,CA-2016-144939,2016-03-10,2016-08-10,Standard Class,EB-13870,Emily Burns,Consumer,United States,New York City,New York,10035,East,Chuck Magee,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,Not,599.292,6,0.1,93.2232,153,599.292,15.555555555555555,506.0688,1,2016,3,1,Thursday,2016-03,Large,Profitable
982,CA-2014-163419,2014-11-11,2014-11-14,Second Class,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027,West,Anna Andreadi,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Not,3.392,1,0.2,0.8056,3,3.392,23.75,2.5864,1,2014,11,4,Tuesday,2014-11,Small,Profitable
983,CA-2014-163419,2014-11-11,2014-11-14,Second Class,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027,West,Anna Andreadi,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Not,559.984,2,0.2,55.9984,3,559.984,10.0,503.98560000000003,1,2014,11,4,Tuesday,2014-11,Small,Profitable
984,CA-2014-163419,2014-11-11,2014-11-14,Second Class,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027,West,Anna Andreadi,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",Not,603.92,5,0.2,75.49,3,603.92,12.5,528.43,1,2014,11,4,Tuesday,2014-11,Medium,Profitable
985,CA-2017-100314,2017-09-29,2017-09-29,Standard Class,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506,Central,Kelly Williams,OFF-LA-10001569,Office Supplies,Labels,Avery 499,Not,7.968,2,0.2,2.5896,0,7.968,32.5,5.3784,1,2017,9,3,Friday,2017-09,Small,Profitable
986,CA-2017-100314,2017-09-29,2017-09-29,Standard Class,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506,Central,Kelly Williams,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Not,27.968,4,0.2,9.4392,0,27.968,33.75,18.5288,1,2017,9,3,Friday,2017-09,Medium,Profitable
987,CA-2017-100314,2017-09-29,2017-09-29,Standard Class,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506,Central,Kelly Williams,TEC-MA-10003066,Technology,Machines,Wasp CCD Handheld Bar Code Reader,Not,336.51,3,0.4,44.868,0,336.51,13.333333333333334,291.642,1,2017,9,3,Friday,2017-09,Medium,Profitable
988,CA-2015-146829,2015-10-03,2015-10-03,Same Day,TS-21340,Toby Swindell,Consumer,United States,Houston,Texas,77041,Central,Kelly Williams,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,Not,1.112,2,0.8,-1.8904,0,1.112,-170.0,3.0024,1,2015,10,4,Saturday,2015-10,Small,Loss
989,CA-2017-167899,2017-05-21,2017-05-26,Standard Class,JG-15805,John Grady,Corporate,United States,Auburn,New York,13021,East,Chuck Magee,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Not,520.05,5,0.0,72.807,5,520.05,14.000000000000002,447.24299999999994,0,2017,5,2,Sunday,2017-05,Medium,Profitable
990,CA-2017-167899,2017-05-21,2017-05-26,Standard Class,JG-15805,John Grady,Corporate,United States,Auburn,New York,13021,East,Chuck Magee,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,Not,17.97,3,0.0,5.2113,5,17.97,28.999999999999996,12.7587,0,2017,5,2,Sunday,2017-05,Medium,Profitable
991,CA-2015-153549,2015-03-29,2015-03-31,Second Class,SL-20155,Sara Luxemburg,Home Office,United States,Jacksonville,Florida,32216,South,Cassandra Brandow,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Not,1166.92,5,0.2,131.2785,2,1166.92,11.25,1035.6415000000002,1,2015,3,1,Sunday,2015-03,Medium,Profitable
992,CA-2016-110023,2016-09-09,2016-11-09,First Class,TS-21610,Troy Staebel,Consumer,United States,New York City,New York,10024,East,Chuck Magee,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,Not,14.624,2,0.2,5.484,61,14.624,37.5,9.14,1,2016,9,3,Friday,2016-09,Small,Profitable
993,CA-2016-105585,2016-08-26,2016-08-27,First Class,RF-19735,Roland Fjeld,Consumer,United States,San Jose,California,95123,West,Anna Andreadi,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,Yes,10.23,3,0.0,4.9104,1,10.23,48.0,5.3196,0,2016,8,3,Friday,2016-08,Medium,Profitable
994,CA-2016-105585,2016-08-26,2016-08-27,First Class,RF-19735,Roland Fjeld,Consumer,United States,San Jose,California,95123,West,Anna Andreadi,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,Yes,154.9,5,0.0,69.705,1,154.9,44.99999999999999,85.19500000000001,0,2016,8,3,Friday,2016-08,Medium,Profitable
995,CA-2014-117639,2014-05-21,2014-05-25,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464,South,Cassandra Brandow,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,Not,2715.93,7,0.0,1276.4871,4,2715.93,47.0,1439.4428999999998,0,2014,5,2,Wednesday,2014-05,Large,Profitable
996,CA-2014-117639,2014-05-21,2014-05-25,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464,South,Cassandra Brandow,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,Not,617.97,3,0.0,173.0316,4,617.97,27.999999999999996,444.9384,0,2014,5,2,Wednesday,2014-05,Medium,Profitable
997,CA-2015-162537,2015-10-28,2015-10-28,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,Cassandra Brandow,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,Not,10.67,1,0.0,4.9082,0,10.67,46.0,5.7618,0,2015,10,4,Wednesday,2015-10,Small,Profitable
998,CA-2015-162537,2015-10-28,2015-10-28,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,Cassandra Brandow,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,Not,36.63,3,0.0,9.8901,0,36.63,27.0,26.739900000000002,0,2015,10,4,Wednesday,2015-10,Medium,Profitable
999,CA-2015-162537,2015-10-28,2015-10-28,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,Cassandra Brandow,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,Not,24.1,5,0.0,9.158,0,24.1,37.99999999999999,14.942000000000002,0,2015,10,4,Wednesday,2015-10,Medium,Profitable
1000,CA-2015-162537,2015-10-28,2015-10-28,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,Cassandra Brandow,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Not,33.11,7,0.0,12.9129,0,33.11,39.0,20.1971,0,2015,10,4,Wednesday,2015-10,Large,Profitable
1001,CA-2016-155488,2016-11-13,2016-11-17,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Vancouver,Washington,98661,West,Anna Andreadi,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,Not,44.02,2,0.0,11.4452,4,44.02,25.999999999999996,32.5748,0,2016,11,4,Sunday,2016-11,Small,Profitable
1002,CA-2015-124891,2015-07-31,2015-07-31,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,Chuck Magee,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Not,2309.65,7,0.0,762.1845,0,2309.65,32.99999999999999,1547.4655000000002,0,2015,7,3,Friday,2015-07,Large,Profitable
1003,CA-2015-124891,2015-07-31,2015-07-31,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,Chuck Magee,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Not,1090.782,7,0.4,-290.8752,0,1090.782,-26.66666666666667,1381.6571999999999,1,2015,7,3,Friday,2015-07,Large,Loss
1004,CA-2015-124891,2015-07-31,2015-07-31,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,Chuck Magee,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,Not,19.44,3,0.0,9.3312,0,19.44,48.00000000000001,10.1088,0,2015,7,3,Friday,2015-07,Medium,Profitable
1005,CA-2015-126445,2015-08-27,2015-08-31,Standard Class,RA-19945,Ryan Akin,Consumer,United States,Murrieta,California,92563,West,Anna Andreadi,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,Not,484.65,3,0.0,92.0835,4,484.65,19.0,392.56649999999996,0,2015,8,3,Thursday,2015-08,Medium,Profitable
1006,CA-2015-111199,2015-11-13,2015-11-17,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Jacksonville,North Carolina,28540,South,Cassandra Brandow,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,Not,115.296,3,0.2,40.3536,4,115.296,35.0,74.9424,1,2015,11,4,Friday,2015-11,Medium,Profitable
1007,CA-2015-105312,2015-06-11,2015-09-11,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,Anna Andreadi,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Not,7.08,3,0.2,2.478,92,7.08,35.0,4.602,1,2015,6,2,Thursday,2015-06,Medium,Profitable
1008,CA-2015-105312,2015-06-11,2015-09-11,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,Anna Andreadi,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,Not,4.401,3,0.7,-3.5208,92,4.401,-80.0,7.921799999999999,1,2015,6,2,Thursday,2015-06,Medium,Loss
1009,US-2017-106705,2017-12-26,2018-01-01,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Burlington,Iowa,52601,Central,Kelly Williams,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Not,44.75,5,0.0,20.585,6,44.75,46.0,24.165,0,2017,12,4,Tuesday,2017-12,Medium,Profitable
